387164512995930113	Neutral	WildCat, o robot de quatro patas que corre a 25km/hora - http://t.co/jd2QaXCYul
387165113347608576	Neutral	@scrismelo Porque ainda não acordaste?!
387165245263073280	Neutral	@TejoPaulo boa opção!
387165385747095552	Neutral	RT @joaomhenrique: O corte nas pensões de sobrevivência é um incentivo às viúvas para que saiam da sua zona de conforto e arranjem um novo …
387165614717935616	Neutral	@catie_mpc AI DEUS. VOU JA PÔR AQUILO. f-se, um Louis português é o meu fucking sonho
387165940141813760	Neutral	@joao_paquete fica com a tua opinião ahah
387166435040296960	Neutral	Nunca podia ser vegetariano, este cheiro a churrasco está a torturar-me lentamente....
387166746387296256	Neutral	RT @danielolivalx: E agora, a TSU das viúvas http://t.co/NgE83lDhtT
387167079167586304	Neutral	Eu fiquei do teu lado o tempo todo, até quando tu não me querias por perto.
387169073039437824	Neutral	Eu nao posso dizer segredos mas os meus quando chegam aos ouvidos da rita espalham se mais rapido que sei la o que
387169391206342656	Neutral	O meu braço esta durido ... devido aos cortes que fiz ontem
387169470524821504	Neutral	@narrysmiling @teresaduarte1D é o Mr. Bieber queres o que ?!
387169923631702016	Neutral	É o Michael Knight? Não. É o relógio inteligente da Samsung! Veja o anúncio http://t.co/UqTzPyR6X9
387170049766608896	Neutral	Quem se vai lixar com isto do corte nas pensões de sobrevivência é a Maria Cavaco Silva
387170173808939009	Neutral	Publiquei 13 fotos no Facebook no álbum "House in Palmela, Portugal" http://t.co/1IQJVn2cqM
387170390935486465	Neutral	Agradeçam ás politicas emigratórias do governo... continuem a votar nos mesmos... http://t.co/0Bz1s5BdzB
387170694955823104	Neutral	Photo: Síria: começou destruição de armas químicas Os peritos da ONU chegaram à Síria na passada... http://t.co/8paVumh1bJ
387170951516798977	Neutral	estou a comer um 'bola de neve'
387171174511558656	Neutral	󾆕 Workshop de Auto-Maquilhagem, dia 10 de Outubro, em Lisboa! Vamos ter 2 turmas! Às 14h e ás 18h30. Escolhe em... http://t.co/csmQaIRh0W
387171297228517376	Neutral	Esta aqui um gajo da minha turma esta me a meter um nojo
387171896506478592	Neutral	Já passou quinze minutos e a stora ainda ta a mandar vir
387172001569177600	Neutral	"A Desumanização" de valter hugo mãe apresentada no Teatro Maria Matos, em Lisboa http://t.co/qWEN4hNqfT
387172724373999617	Neutral	A mariana pos aquelas musicas de amor do luan santana, obrigada lol
387173094651363328	Neutral	RT @joaogdealmeida: #Marketing Trocava a advocacia pelos mergulhos?: Arrancou hoje a campanha digital da Caix... http://t.co/qHF0Um3ueS via…
387173211835613184	Neutral	@Shyznogud não recebi nada. dm
387173809075138560	Neutral	RT @dntwit: #OutrasModalidades João Sousa entra no top-50 do ranking mundial http://t.co/dP6mXFd7B7 Ler http://t.co/MElaZFAN53
387174397011689472	Neutral	4-2-3-1, a tática perfeita para contra-ataques: Mais um artigo tático no Futebol Extensivo desta vez para fala... http://t.co/D8IRHYWrrP
387175376944128000	Neutral	comendo cozido à portuguesa da vovó
387176123899342849	Neutral	A minha professora de português cada vez está pior!
387176235878449152	Neutral	Desculpa nao resisti estas mesmo sedutora @raquelCruzAlves http://t.co/QUXQj1WHxn
387176845629595648	Neutral	opá... :.: Villas-Boas deu nega ao Barcelona - Espanha - Jornal Record :.: http://t.co/g5rWF95ScL
387176983534518272	Neutral	Onde larguei minha dignidade nesse fim‑de‑semana?
387177127008694272	Neutral	Hoje cheguei à escola e fiquei logo de parte, formou-se logo ali casalinhos xd
387177500616294400	Neutral	As minhas escolhas♥Outubro http://t.co/ZVS8SiQdPv
387177629184307200	Neutral	não vou comer mais por daqui nada rebolo.
387177784239738881	Neutral	ai vida
387178395596890112	Neutral	RT @fcshunl: Para animar este chuvoso início de ano lectivo, a AEFCSH decidiu dedicar um ciclo de cinema à saga STAR WARS! https://t.co/3tm…
387178702313754624	Neutral	Por isso prefiro estar ali caladinho xd
387178841514733568	Neutral	Aquela sensação que Valter Hugo Mãe nunca me vai conquistar. Tem um pouco de escritor mafioso. Desculpem.
387179196914479104	Neutral	Moçambique: investimentos de 10 mil milhões nos próximos três anos http://t.co/ljUt8KWV7n
387180288704405505	Neutral	Já venho
387180430178660352	Neutral	@boloposte foi só lá baixo à procura do benfica.
387180685087080448	Neutral	Youtube: Gato desastrado http://t.co/0iyEpoM9wo #spotmais
387180970069467136	Neutral	O Editorial de André Macedo: Um homem de palavra http://t.co/7o10OyO8fV
387181353952743424	Neutral	RT @bacelar7: as pessoas que mais gostamos são as que mais nos desiludem
387181481216323584	Neutral	e quando fizeres algo, fá-lo por ti
387181977415467008	Neutral	@cfrdecs português ahah
387182401988075520	Neutral	cumpridas as obrigações escolares, vou dormir a tarde td
387183740889604096	Neutral	Apóstolo José &amp;  Amigos is out! http://t.co/nMY4tVUOWC ▸ Top stories today via @Tikey_VCG
387183835584028672	Neutral	A empolgação com a futura oferta pública inicial de ações (IPO, do inglês) do Twitter está alta -- tão alta que... http://t.co/MNbD9vCxAO
387184264686878720	Neutral	RT @EmaCRamos: @Marianalnb obrigada pelo apoio! Sem vocês eu não seria nada
387184377517457408	Neutral	Costa e Sousa escrevem página na história do desporto nacional http://t.co/9RVq0jG2Hm
387185186733293568	Neutral	'Eu participei um livro, que ainda não saiu, de homenagem ao professor Ferreira do Amaral'. está tudo explicado.
387185903375900673	Neutral	@alorena1 quero muito ir
387186013128638464	Neutral	o bruno moreira disse que o twitter é uma merda . Eu ri, e depois matei-o
387186084964483072	Neutral	@JeronimoES também euu mas no dia que abre deve estar impossível. E eu tenho uma "perto" de casa, por isso..
387187018767560704	Neutral	E mesmo perfeita gostava de ser como ela
387187185726025728	Neutral	RT @madespesa: Fátima, doces e terços http://t.co/42y6ISyQC9
387187297671999488	Neutral	RT @dinheiro_vivo: #Economia UGT: Corte nas pensões de viuvez afecta "direitos constitucionalmente consagrados" http://t.co/pNNw5ZAXll
387187771271438336	Neutral	É amanha :$
387188480419569664	Neutral	@RitaListing não me lembro bem mas andava a passear na baixa contigo
387188595183722496	Neutral	Ontem apanhei mega bezana na festa d'anos da minha tia e comi que nem um animal :)
387188692110282753	Neutral	O Novo single .  Ela  Há o céu , Há o sol, Há o mar e o amor chegou a ti estas a mudar  Tanta dor beija flor... http://t.co/d5QikCCWuC
387188862218690560	Neutral	Óculos de sol SUNPOCKET! Em promoção!  Link: http://t.co/DrBc5m7QDv http://t.co/8MDFKTat0E
387189720285216768	Neutral	Parei de estar atento e agora perdi o raciocínio.
387190133428350976	Neutral	Ai vida. Que seca.
387190495837188096	Neutral	Os CD podem ser úteis no tratamento das águas | P3 http://t.co/7axORNcVxV
387191205362413568	Neutral	Pra aquelas ovelinhas acéfalas que ainda acreditam que austeridade é coisa de excepção...  'Sinais de... http://t.co/ijza1sF35o
387191520924692480	Neutral	greve de metro amanha? excelente!
387192573443727360	Neutral	@jesscardoso18 e acho muito beem 😊 ihih
387192740033073152	Neutral	lol, se nao queria estar comigo dizia
387193385989451776	Neutral	@mariicarmoo "faz o que eu te digo mas não faças o que eu faço"
387194480224653312	Neutral	um gajo apanhado c 60 paus fds qd nos revistaram
387194653755195392	Neutral	Hoje faz 35 anos João Benedito!  LIKE = PARABÉNS CAPITÃO! TE http://t.co/s2BuKHv1g5
387195913938022400	Neutral	RT @mariabmoniz: A Mafalda vai ser a nossa Miley. Mas com boa voz.
387196048461942784	Neutral	apostoo que amanhãã vou acordar cheiaa de dores .
387196336484794368	Neutral	@lpmpessoal Não sei, vi uma notícia na RTP 1 de que Rui Machete trabalhava no esc de advogados que defendia Isabel dos Santos.
387197545715621888	Neutral	"Sai daqui, subi a lua, sempre atrás de ti, corri o céu, tava na tua e n resisti" :)
387197804797370368	Neutral	A gente lembra e dá uma vontade de voltar no tempo.
387198000931434498	Neutral	@JoaoGPicanco geladeira, a sério?
387199048555724801	Neutral	@nerikapriscila, Eu estou em casa já!
387199178293514240	Neutral	o que é que sentes ? borboletas
387199462185377792	Neutral	@iamExza foi estranho ya mas pelo menos foi rápido
387200237363679233	Neutral	Como é bom este ano só ter testes a português.
387201165219610624	Neutral	Vou pra escola. 2h15 de G.D. #Off
387201409747517440	Neutral	Gosava que as pessoas que me magoam tambem sofrecem
387202056110764032	Neutral	Mas a team nunca mais me veio ver pk???
387202228559167488	Neutral	Infelizmente, algumas pessoas pensam assim. #sad #LRT
387202362755923969	Neutral	@IsabelNeto2 comida
387202552334266368	Neutral	Ninguém merece ir para as aulas agora :( #brb #sad
387202696035311616	Neutral	@Cata_dpFerreira Não! Onde? yuppieeee...não acabem é com os frangos.
387204112242446336	Neutral	@iamExza quem te dera receber um meu.
387204278521458688	Neutral	Debates: Que futuro para os bancos na UE? Dê a sua opinião  - http://t.co/U5HhO8NWrq
387204967280300034	Neutral	Egipto: Entre Golpes de Estado e uma tímida Democracia  Da luta pela liberdade e direito a viver em democracia,... http://t.co/5nPB9PZU8T
387205191604666368	Neutral	“@SSaintMaxent: "não foi feito nenhum encerramento antes das autárquicas para não espantar a caça" é brilhante” qdo li engasguei-me
387207630172590080	Neutral	OS VÁRIOS ASPECTOS DO CARÁTER DE DEUS http://t.co/NvTfvQug2o
387207961602306048	Neutral	Portugal na cauda da Europa na taxa de penetração da Internet http://t.co/FXSwDPheXF
387208860542713856	Neutral	Em destaque na Vodafone FM: DARKSIDE http://t.co/hbLa44m13B
387209515810033664	Neutral	@MasTiago não és o único!
387209747948384256	Neutral	Quando nao sei o que tweetar &lt;&lt;
